anime_id,Name,Score,Genres,Japanese name,Type,Episodes,Aired,Producers,Studios,Source,Duration,Rating,Ranked,Popularity,Favorites
7367,Naruto: The Cross Roads,6.82,"Action, Adventure, Comedy, Shounen",ナルト サ・クロスローズ,Special,1,12-Oct-09,Unknown,Studio Pierrot,Original,27 min.,PG-13 - Teens 13 or older,4358,2567,58
7374,100%,5.46,Drama,100%,OVA,1,7-Sep-90,Unknown,Nippon Animation,Unknown,53 min.,R+ - Mild Nudity,9792,11191,0
7375,Shakugan no Shana-tan S,6.9,"Comedy, Parody",灼眼のシャナたん,Special,4,"Oct 23, 2009 to Sep 29, 2010",Unknown,J.C.Staff,Light novel,7 min. per ep.,PG-13 - Teens 13 or older,4011,3459,8
7376,Kurumiwari Ningyou,6.03,"Drama, Fantasy, Romance",くるみ割り人形,Movie,1,3-Mar-79,Sanrio,Unknown,Unknown,1 hr. 21 min.,G - All Ages,8133,11796,1
7377,Fuyu no Sonata Episode 0,6.52,"Drama, Romance",冬のソナタ,Special,1,17-Oct-09,Yoon's Color,"Studio Comet, KeyEast, REALTHING",Other,25 min.,PG-13 - Teens 13 or older,5782,7066,2
7395,Card Wang: Mix Master,6.49,"Game, Adventure, Fantasy, Shounen",카드왕 믹스마스터,TV,39,"Oct 4, 2005 to Jul 18, 2006","Sunwoo Entertainment, KBS",Nippon Animation,Unknown,25 min. per ep.,PG - Children,5941,9734,5
7396,Shuffle! Prologue,6.72,"Fantasy, Magic, Comedy, Harem, Romance, School, Seinen",SHUFFLE! (シャッフル!) Prologue,OVA,1,27-May-05,Lantis,Asread,Visual novel,8 min.,PG-13 - Teens 13 or older,4813,4066,4
7398,Sekai Meisaku Douwa,Unknown,Fantasy,世界名作童話,OVA,20,"Oct, 1975 to Feb, 1983",Unknown,Unknown,Unknown,10 min. per ep.,G - All Ages,11874,12355,2
7405,Jankenman,6.14,"Adventure, Super Power",ジャンケンマン,TV,51,"Apr 4, 1991 to Mar 26, 1992","TV Tokyo, Ashi Production, Big West",Unknown,Unknown,25 min. per ep.,PG - Children,7608,11876,1
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,7.48,"Harem, Hentai",彼女×彼女×彼女～三姉妹とのドキドキ共同生活～,OVA,3,"Dec 25, 2009 to May 20, 2011","Milky Animation Label, MS Pictures",Studio Eromatick,Visual novel,29 min. per ep.,Rx - Hentai,Unknown,2588,557
7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,6.06,Music,向ヶ丘千里はただ見つめていたのだった,Music,1,30-Jun-09,Unknown,Unknown,Unknown,5 min.,G - All Ages,8005,9824,4
7416,Socket,Unknown,Kids,Socket,OVA,1,2009,Unknown,Unknown,Unknown,10 min.,G - All Ages,12099,14059,0
7419,Wrestler Gundan Seisenshi Robin Jr.,Unknown,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sci-Fi, Super Power",レスラー軍団＜銀河編＞ 聖戦士ロビンＪｒ．,TV,50,"Oct 19, 1989 to Sep 27, 1990",Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,12873,13501,2
7420,Byulbyul Iyagi,Unknown,"Psychological, Drama",별별 이야기 -차별에 대한 유쾌한 풍자-,Movie,6,23-Sep-05,Chungeorahm Film,Unknown,Unknown,12 min. per ep.,PG-13 - Teens 13 or older,13536,12718,0
7423,"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",5.39,Fantasy,rien村物語 #1 「トイレにいっときやー」,ONA,1,2005,The Village of Marchen,Unknown,Original,3 min.,G - All Ages,9935,12254,0
7427,Getsumen To Heiki Mina Specials,6.04,"Action, Comedy, Ecchi, Shounen, Super Power",月面兎兵器ミーナ,Special,2,"Jun 6, 2007 to Aug 1, 2007",Unknown,Unknown,Unknown,23 min. per ep.,PG-13 - Teens 13 or older,8060,9982,0
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,6.46,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",金色のガッシュベル！！00F～黄金のチチをもつ男～,OVA,1,2005,Unknown,Toei Animation,Unknown,18 min.,PG-13 - Teens 13 or older,6120,7705,0
7435,Dragon Quest: Dai no Daibouken,6.64,"Adventure, Demons, Magic, Fantasy, Shounen",ドラゴンクエスト ダイの大冒険,Movie,1,20-Jul-91,Unknown,Toei Animation,Game,31 min.,G - All Ages,5170,8940,5
7436,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,6.49,"Action, Adventure, Magic, Fantasy, Shounen",ドラゴンクエスト　ダイの大冒険　起ち・がれ！！アバンの使徒,Movie,1,7-Mar-92,Unknown,Toei Animation,Game,40 min.,PG-13 - Teens 13 or older,5935,9296,4
7445,Karo to Piyobupt: Ouchi,5.13,Comedy,カロとピヨブプト-おうち,Movie,1,1992,"Yamamura Animation, Inc.",Unknown,Original,4 min.,G - All Ages,10454,11707,1
7446,Karo to Piyobupt: Sandwich,5.15,Comedy,カロとピヨブプト　サンドイッチ,Movie,1,1992,"Yamamura Animation, Inc.",Unknown,Original,4 min.,G - All Ages,10403,11765,0
7448,Pacusi,5.6,Comedy,パ ク シ,TV,18,"Apr 4, 1994 to Jan 5, 1995",NHK,Unknown,Unknown,1 min. per ep.,G - All Ages,9440,12683,0
7449,Pacusi no Uta,5.41,Comedy,パクシのうた,Special,1,1994,Unknown,Unknown,Unknown,1 min.,G - All Ages,9918,13102,0
7450,Kipling Jr.,5.48,Comedy,キップリングJr.,Movie,1,1995,"Yamamura Animation, Inc.",Unknown,Unknown,14 min.,G - All Ages,9744,12185,0
7451,Kid's Castle,5.35,Comedy,キッズキャッスル,Movie,1,1995,"Yamamura Animation, Inc.",Unknown,Unknown,4 min.,G - All Ages,10060,11492,0
7452,Mini Moni Yaru no da Pyon!,Unknown,Comedy,ミニモニ。やるのだぴょん,TV,66,"Jun 4, 2001 to Oct 26, 2001",Unknown,Unknown,Other,1 min. per ep.,G - All Ages,15573,13177,1
7453,AIKa Zero Picture Drama,5.6,Ecchi,AIKa ZERO,Special,3,"Aug 25, 2009 to Dec 22, 2009",Unknown,Studio Fantasia,Original,5 min. per ep.,R+ - Mild Nudity,9415,6951,9
7455,Kurutta Kyoutou: Danzai no Gakuen,5.43,"Hentai, School",狂った教頭 断罪の学園,OVA,1,25-Dec-09,Studio 9 MAiami,Unknown,Visual novel,30 min.,Rx - Hentai,Unknown,8565,1
7456,Discipline Zero,6.58,Hentai,DISCIPLINE 零,OVA,2,"Jan 29, 2010 to Jun 25, 2010",Studio 9 MAiami,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5016,51
7458,Watashi no Shiranai Mesu no Kao,6.15,Hentai,私の知らない妻（メス）の貌,OVA,1,29-Jan-10,"Studio Eromatick, Mary Jane",Unknown,Visual novel,30 min.,Rx - Hentai,Unknown,6888,28
7459,The Collected Animations of ICAF (2001-2006),Unknown,"Fantasy, Mystery",Inter College Animation Festival (2004) (インターカレッジ・アニメーション・フェスティバル),OVA,16,2006,Unknown,Unknown,Unknown,10 min. per ep.,PG-13 - Teens 13 or older,12438,13582,0
7461,Komaneko no Christmas: Maigo ni Natta Present,6.06,"Comedy, Fantasy",こまねこ のクリスマス　―迷子になったプレゼント―,Movie,1,7-Nov-09,dwarf,Unknown,Unknown,20 min.,G - All Ages,7998,12675,0
7463,Weiß Survive R,6.1,"Comedy, Ecchi, Game",ヴァイス・サヴァイヴR,TV,12,"Dec 5, 2009 to Mar 27, 2010",TBS,Studio Hibari,Card game,2 min. per ep.,PG-13 - Teens 13 or older,7808,4896,4
7465,Eve no Jikan (Movie),8.05,"Sci-Fi, Slice of Life",イヴの時間,Movie,1,6-Mar-10,"Directions, Code",Studio Rikka,Original,1 hr. 46 min.,PG-13 - Teens 13 or older,481,1328,599
7466,Hashire!,5.86,Comedy,走れ！,ONA,1,"May, 2003",Unknown,Unknown,Unknown,32 sec.,G - All Ages,8666,10664,0
7468,Princess Lover! Picture Drama,6.2,"Harem, Comedy, Ecchi, School",プリンセスラバー!,Special,6,"Oct 23, 2009 to Mar 25, 2010",Unknown,GoHands,Visual novel,9 min. per ep.,R+ - Mild Nudity,7353,4651,7
7471,Detective Conan Movie 09: Promo Special,7.62,"Adventure, Police, Comedy, Mystery, Shounen",名探偵コナン 水平線上の陰謀,Special,1,2005,Unknown,TMS Entertainment,Unknown,23 min.,PG-13 - Teens 13 or older,1225,5387,4
7472,Gintama Movie 1: Shinyaku Benizakura-hen,8.52,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",劇場版 銀魂 新訳紅桜篇,Movie,1,24-Apr-10,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",Sunrise,Manga,1 hr. 35 min.,R - 17+ (violence & profanity),96,1243,559
7473,Rennyo to Sono Haha,Unknown,Historical,蓮如とその母,Movie,1,7-Oct-81,Unknown,Unknown,Unknown,1 hr. 33 min.,PG - Children,11694,13534,0
7474,"Onegai☆Teacher: Marie, Ai no Gekijou",6.75,"Comedy, Romance, Drama, Sci-Fi","おねがい☆ティーチャー まりえ, 愛の劇場",Special,1,25-Oct-02,Bandai Visual,Unknown,Original,3 min.,PG-13 - Teens 13 or older,4686,4843,7
7475,Ano Ko ni 1000%,5.23,"Romance, School, Shoujo",あの子に1000％,OVA,1,14-Nov-89,Visual 80,Unknown,Manga,10 min.,PG-13 - Teens 13 or older,10271,8889,1
7477,Fusha no Sha,6.46,"Adventure, Martial Arts, Samurai, Supernatural, Historical",不射之射,Movie,1,1988,Shanghai Animation Film Studio,Unknown,Other,25 min.,PG - Children,6114,10930,3
7479,Karate Baka Ichidai,Unknown,"Adventure, Historical, Sports, Martial Arts",空手バカ一代,TV,47,"Oct 3, 1973 to Sep 25, 1974",Unknown,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,14890,10750,3
7482,"Yume kara, Samenai",4.79,"Romance, School",夢から、さめない,OVA,1,26-Feb-87,Unknown,Shaft,Unknown,37 min.,PG-13 - Teens 13 or older,10746,10329,0
7485,Urashima Tarou,4.73,Historical,浦島太郎,Movie,1,1-Feb-18,Unknown,Unknown,Other,1 min.,G - All Ages,10821,8898,2
7488,Karo to Piyobupt: Ame no Hi,5.34,Fantasy,カロとピヨブプト-あめのひ,Movie,1,1992,"Yamamura Animation, Inc.",Unknown,Original,4 min.,G - All Ages,10049,11598,0
7491,Dragon Quest Retsuden: Roto no Monshou,6.02,"Adventure, Fantasy, Magic, Shounen",ドラゴンクエスト列伝 ロトの紋章,Movie,1,20-Apr-96,Unknown,Unknown,Game,45 min.,G - All Ages,8152,9877,0
7494,Usagi to Kame,5.36,Fantasy,兎と亀,Movie,1,1924,Unknown,Unknown,Other,9 min.,G - All Ages,10019,10571,1
7495,Nonki na Tou-san Ryuuguu Mairi,Unknown,Supernatural,ノンキナトウサン竜宮参り,Movie,1,1925,Unknown,Unknown,Other,5 min.,G - All Ages,11218,14753,0
7496,Saiyuuki: Son Gokuu Monogatari,5.56,Adventure,西遊記孫悟空物語,Movie,1,1926,Unknown,Unknown,Novel,8 min.,G - All Ages,9540,10409,2
7497,Mikan-bune,4.77,Historical,みかん船,Movie,1,11-Feb-27,Unknown,Unknown,Other,6 min.,G - All Ages,10795,10897,1
7498,Doubutsu Olympic Taikai,5.65,"Comedy, Sports",動物オリムピック大會,Movie,1,4-Sep-28,Unknown,Unknown,Original,13 min.,G - All Ages,9279,11134,2
7500,Maabou no Shounen Koukuu Tsuwamono,Unknown,Historical,マー坊の少年航空兵,Movie,1,27-Oct-37,Unknown,Unknown,Original,11 min.,G - All Ages,15337,13792,0
7501,Kintarou Taiiku Nikki,5.45,Comedy,キンタロー体育日記,Movie,1,19-Sep-40,Unknown,Unknown,Original,9 min.,G - All Ages,9820,12566,1
7504,Bollogi Iyagi,5.5,"Dementia, Drama, Romance",볼로기 이야기,ONA,1,2003,Unknown,Unknown,Original,11 min.,G - All Ages,9658,11904,0
7505,Knyacki!,6.14,"Comedy, Kids, Drama, Fantasy",ニャッキ！,TV,Unknown,"Apr 7, 1995 to ?",NHK,Unknown,Unknown,5 min.,PG - Children,7624,11558,2
7510,Shisha no Sho,5.99,"Drama, Supernatural",死者の書,Movie,1,8-Jul-05,Sakura Motion Picture,Unknown,Unknown,1 hr. 10 min.,PG-13 - Teens 13 or older,8256,9980,2
7511,Worku,5.66,"Psychological, Fantasy",WORKU (ウォルク),ONA,2,"Apr 5, 2005 to Mar 14, 2017",The Village of Marchen,Unknown,Unknown,11 min. per ep.,G - All Ages,9267,12365,0
7512,Dambo,5.2,"Music, Fantasy",dambo,Music,1,8-Dec-04,Unknown,Unknown,Original,5 min.,PG-13 - Teens 13 or older,10337,12201,0
7518,Boku wa Kuma,5.74,"Music, Slice of Life, Kids",ぼくはくま,Music,1,2-Oct-06,"NHK, dwarf",Unknown,Original,2 min.,G - All Ages,9022,9875,1
7522,Taichi Senjimon,6.34,"Action, Adventure, Fantasy, Magic",太極千字文,TV,39,"Apr 29, 2007 to Jan 20, 2008",Unknown,Toei Animation,Unknown,27 min. per ep.,PG - Children,6693,10023,6
7523,Fuku-chan no Sensuikan,5.05,"Comedy, Military, Historical",フクちゃん部隊出撃の歌,Movie,1,9-Nov-44,Unknown,"Asahi Production, Shochiku Animation Institute",Other,30 min.,G - All Ages,10572,11900,0
7524,Mahou no Pen,5.59,Historical,魔法のペン,Movie,1,1946,Unknown,Unknown,Original,10 min.,G - All Ages,9447,13106,0
7525,Kick Off 2002,Unknown,Sports,キックオフ２００２,TV,26,"Feb 18, 2002 to Sep 2, 2002",Unknown,Unknown,Game,23 min. per ep.,PG - Children,14989,13104,0
7526,Ousama no Shippo,Unknown,Fantasy,王様のしっぽ,Movie,1,"Oct, 1949",Unknown,Unknown,Original,33 min.,G - All Ages,11453,13554,0
7527,Ponsuke no Udekurabe,Unknown,Action,ポン助の腕くらべ,Movie,1,"Feb, 1951",Unknown,Unknown,Original,10 min.,G - All Ages,11600,13810,1
7528,Kujira (1952),5.31,Fantasy,くじら,Movie,1,"Dec, 1952",Sakura Color Film,Unknown,Original,10 min.,G - All Ages,10116,10681,1
7529,Mori no Ongakukai,Unknown,Comedy,森の音楽会,Movie,1,"Mar, 1953",Unknown,Unknown,Original,9 min.,G - All Ages,15662,13364,0
7530,Hana to Chou,5.28,Fantasy,花と蝶,Movie,1,"Oct, 1954",Unknown,Unknown,Original,9 min.,G - All Ages,10158,11544,0
7531,Onbu Obake,Unknown,Supernatural,おんぶおばけ,Movie,1,26-Dec-55,Yomiuri Telecasting,Unknown,Original,25 min.,G - All Ages,11353,13551,0
7532,Kuroi Kikori to Shiroi Kikori,6.12,Fantasy,黒いきこりと白いきこり,Movie,1,1-Jul-56,The National Film Center Japan,Unknown,Original,16 min.,G - All Ages,7705,11747,0
7536,Soukou Kihei Votoms: Pailsen Files Movie,6.64,"Military, Sci-Fi, Space, Mecha",装甲騎兵ボトムズ ペールゼン・ファイルズ 劇場版,Movie,1,17-Jan-09,Unknown,Unknown,Original,1 hr. 58 min.,R - 17+ (violence & profanity),5220,9695,0
7540,Kurogane no Linebarrels Specials,6.57,"Action, Ecchi, Comedy, Mecha",鉄のラインバレル,Special,2,"Aug 26, 2009 to Nov 14, 2009",Akita Shoten,Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),5529,6657,0
7547,Komadori Eiga: Komaneko,6.42,"Slice of Life, Kids",こま撮りえいが こまねこ,Movie,1,9-Dec-06,dwarf,Unknown,Unknown,58 min.,G - All Ages,6313,12548,2
7549,Quiz Magic Academy: The Original Animation 2,6.07,"Action, Comedy, Fantasy, Magic, School",クイズマジックアカデミー ～オリジナルアニメーション2～,OVA,1,11-Feb-10,Konami Digital Entertainment,AIC PLUS+,Game,29 min.,PG-13 - Teens 13 or older,7912,6575,1
7550,Pokemon: Pikachu Tanken Club,6.28,"Adventure, Comedy, Fantasy, Kids",ピカチュウたんけんクラブ,Special,1,1-Aug-07,Unknown,OLM,Unknown,21 min.,PG - Children,6990,6184,2
7551,Gowapper 5 Gordam,6.19,"Action, Adventure, Mecha, Sci-Fi",ゴワッパー5ゴーダム,TV,36,"Apr 4, 1976 to Dec 29, 1976",Unknown,Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,7403,11914,1
7559,Fate/stay night TV Reproduction,6.88,"Action, Supernatural, Magic, Romance, Fantasy, Shounen",Fate/stay night,OVA,2,17-Jan-10,Unknown,Studio Deen,Visual novel,1 hr. per ep.,PG-13 - Teens 13 or older,4122,2733,52
7561,Kaitou Reinya,5.7,Comedy,怪盗レーニャ,TV,12,"Jan 9, 2010 to Mar 27, 2010",Kadokawa Pictures Japan,Stingray,4-koma manga,3 min. per ep.,PG - Children,9171,7806,2
7568,Umineko no Naku Koro ni Specials,6.44,"Comedy, Parody",うみねこのなく頃に,Special,26,"Oct 23, 2009 to Oct 24, 2010",Frontier Works,Studio Deen,Unknown,1 min. per ep.,PG-13 - Teens 13 or older,6253,4248,21
7569,Idol Ace,5.33,Comedy,アイドルA,ONA,1,2005,Unknown,OLM,Unknown,2 min.,PG-13 - Teens 13 or older,10072,10788,2
7571,Kita e.: Diamond Dust Drops Special,6.32,"Drama, Slice of Life",北へ。 ～Diamond Dust Drops～ Special,Special,1,18-Aug-04,Unknown,Unknown,Visual novel,24 min.,PG-13 - Teens 13 or older,6771,10087,0
7573,Bakunyuu Bomb,6.16,Hentai,爆乳BOMB,OVA,3,"Oct 9, 2009 to Dec 15, 2009","ChiChinoya, Studio Ten Carat",Unknown,Original,17 min. per ep.,Rx - Hentai,Unknown,7031,22
7575,Oh! Family,Unknown,"Slice of Life, Comedy, Romance, Drama, Shoujo",Ｏｈ！ファミリー,TV,26,"Oct 6, 1986 to Mar 30, 1987",Knack Productions,Unknown,Manga,23 min. per ep.,G - All Ages,11290,11080,1
7578,Gokinjo Monogatari the Movie,6.45,"Comedy, Drama, Romance",ご近所物語 (1996),Movie,1,2-Mar-96,Unknown,Toei Animation,Original,30 min.,G - All Ages,6174,8501,2
7579,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,6.66,"Comedy, Harem, Romance",HAPPY☆LESSON ホカホカ★カンナと二人きり,Special,1,2002,KSS,Unknown,Manga,25 min.,G - All Ages,5074,7623,0
7580,Ikkitousen: Xtreme Xecutor,6.78,"Action, Ecchi, Martial Arts, School, Super Power",一騎当千 Xtreme Xecutor,TV,12,"Mar 26, 2010 to Jun 11, 2010",Genco,"Arms, TNK",Manga,24 min. per ep.,R+ - Mild Nudity,4529,2487,50
7581,Otome Chibaku Yuugi,6.43,Hentai,乙女恥曝遊戯,OVA,2,"Jan 29, 2010 to Mar 26, 2010",Suzuki Mirano,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6810,14
7582,Reijoku no Yakata,6.11,Hentai,麗辱の館,OVA,2,"Jan 15, 2010 to Apr 9, 2010",Digital Works,Y.O.U.C,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,7703,4
7583,Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,6.38,Hentai,ワルキューレ調教・ザーメンタンクの戦乙女10人姉妹,OVA,2,"Dec 21, 2009 to Mar 26, 2010",Unknown,PoRO,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6888,7
7588,Saraiya Goyou,7.82,"Mystery, Historical, Drama, Samurai, Seinen",さらい屋 五葉,TV,12,"Apr 16, 2010 to Jul 2, 2010","Dentsu, Media Factory, Movic, Fuji TV, Shogakukan",Manglobe,Manga,23 min. per ep.,PG-13 - Teens 13 or older,800,1809,744
7590,Mayoi Neko Overrun!,6.72,"Comedy, Harem, Romance",迷い猫オーバーラン!,TV,13,"Apr 6, 2010 to Jun 29, 2010","Geneon Universal Entertainment, Frontier Works, KlockWorx",AIC,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4821,1233,206
7591,Tono to Issho,6.56,"Comedy, Historical, Parody, Samurai, Seinen",殿といっしょ,OVA,1,25-Mar-10,Frontier Works,Gathering,4-koma manga,37 min.,PG-13 - Teens 13 or older,5595,7389,7
7592,Nurarihyon no Mago,7.65,"Action, Demons, Shounen, Supernatural",ぬらりひょんの孫,TV,24,"Jul 6, 2010 to Dec 21, 2010","Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Hakuhodo DY Media Partners, Imagine",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1144,659,1345
7593,Kiss x Sis (TV),6.71,"Harem, Comedy, Romance, Ecchi, School, Seinen",キスシス,TV,12,"Apr 5, 2010 to Jun 21, 2010",Starchild Records,feel.,Manga,24 min. per ep.,R+ - Mild Nudity,4864,292,1547
7596,Haiyoru! Nyaruani,6.29,"Comedy, Parody, Sci-Fi",這いよる!ニャルアニ,OVA,9,17-Mar-10,SoftBank Creative,DLE,Light novel,2 min. per ep.,PG-13 - Teens 13 or older,6931,3184,25
7597,"Boku, Otaryman.",6.16,"Comedy, Seinen, Slice of Life",ぼく、オタリーマン。,OVA,1,29-Jan-10,Liverpool,"Panda Factory, Studio PuYUKAI",Manga,35 min.,PG-13 - Teens 13 or older,7526,7132,2
7598,Loups=Garous,6.3,"Sci-Fi, Mystery, Thriller",ルー=ガルー 忌避すべき狼,Movie,1,28-Aug-10,Trans Arts,Production I.G,Novel,1 hr. 38 min.,R - 17+ (violence & profanity),6899,4036,9
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,6.32,Fantasy,魔神英雄伝ワタル　終わりなき時の物語,OVA,3,"Oct 1, 1993 to Feb 1, 1994",Unknown,Sunrise,Unknown,28 min. per ep.,Unknown,6777,11638,0
7605,Parasol Henbei,6.05,"Adventure, Comedy, Fantasy, Kids, Magic",パラソルヘンべえ,TV,200,"Oct 2, 1989 to Jan 28, 1991",Unknown,Unknown,Unknown,10 min. per ep.,PG - Children,8000,12408,2
7610,Anju to Zushioumaru,6.07,"Historical, Fantasy",安寿と厨子王丸,Movie,1,19-Jul-61,Unknown,Toei Animation,Other,1 hr. 23 min.,G - All Ages,7944,9605,4
7611,Issho ni Ecchi,5.85,Hentai,いっしょにエッチ,OVA,1,26-Feb-10,Pink Pineapple,G-Lam,Original,31 min.,Rx - Hentai,Unknown,7476,18
7612,Haha Sange,5.8,Hentai,義母散華,OVA,2,"Feb 12, 2010 to May 14, 2010",Y.O.U.C,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6691,23
7616,Michi (Movie),7.02,"Slice of Life, Drama",俺の路,Movie,4,2002 to 2008,Tomoyasu Murata Company,Unknown,Original,13 min. per ep.,G - All Ages,3577,11864,4
7617,Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,4.31,"Comedy, Fantasy",atelier petros上空劇場 ～洗濯島の洗濯鳥～,ONA,1,2003,The Village of Marchen,Unknown,Original,3 min.,G - All Ages,10953,11834,0
7619,Gegege no Kitarou (1996),6.69,"Adventure, Demons, Supernatural",ゲゲゲの鬼太郎,TV,114,"Jan 7, 1996 to Mar 29, 1998",Unknown,Toei Animation,Manga,25 min. per ep.,G - All Ages,4962,8190,5
7621,Chuumon no Ooi Ryouriten,5.63,"Horror, Supernatural, Fantasy",注文の多い料理店,Movie,1,"Nov, 1958",Gakken,Unknown,Book,18 min.,G - All Ages,9322,10787,0
7625,Yousei Dick,Unknown,"Fantasy, Kids",妖精ディック,TV,26,"Jun 7, 1992 to Dec 6, 1992","Marubeni, Grouper Productions",Unknown,Unknown,20 min. per ep.,PG - Children,13012,12918,5
7626,Umi no Triton (1979),6.15,"Adventure, Fantasy, Shounen",海のトリトン (1979),Movie,2,"Apr 4, 1979 to May 21, 1984",Tohokushinsha Film Corporation,Unknown,Manga,1 hr. 14 min. per ep.,G - All Ages,7569,12021,0
7627,Mitsudomoe,7.59,"Comedy, School, Slice of Life",みつどもえ,TV,13,"Jul 3, 2010 to Sep 26, 2010","Aniplex, Lantis, Cospa, Studio Mausu, Akita Shoten",Bridge,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1322,1512,568
7629,The Arari Show,Unknown,"Comedy, Drama, Slice of Life",아라리쇼,TV,26,"Aug 31, 2006 to Nov 24, 2006",Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,12445,14935,0
7633,Ari no Seikatsu,Unknown,Fantasy,蟻の生活,Movie,1,1994,The Village of Marchen,Unknown,Unknown,14 min.,G - All Ages,13313,14201,0
7639,Shounen Santa no Daibouken!,Unknown,"Adventure, Fantasy, Shounen",少年サンタの大冒険！,TV,24,"Apr 6, 1996 to Sep 21, 1996","TBS, K-Factory",Studio Deen,Novel,23 min. per ep.,G - All Ages,12057,13639,2
7643,Domo-kun,6.36,"Slice of Life, Comedy, Kids",どーもくん,TV,37,"Dec 22, 1998 to Jan 1, 2008",NHK,dwarf,Original,39 sec. per ep.,G - All Ages,6598,8851,7
7645,Heartcatch Precure!,7.79,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",ハートキャッチプリキュア!,TV,49,"Feb 7, 2010 to Jan 30, 2011",Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,842,3335,509
7646,Yawarakame♥,Unknown,"Comedy, Kids",やわらかめ♥,ONA,26,"Dec 1, 2009 to May 25, 2010",Unknown,ufotable,Original,2 min. per ep.,Unknown,12987,12457,2
7647,Arakawa Under the Bridge,7.6,"Comedy, Romance, Seinen",荒川アンダー ザ ブリッジ,TV,13,"Apr 5, 2010 to Jun 28, 2010","Square Enix, Starchild Records, Rakuonsha",Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1276,485,2132
7651,Ningen Shikkaku: Director's Cut-ban,7.51,"Drama, Historical, Psychological, Seinen",人間失格 ディレクターズカット版,Movie,1,12-Dec-09,Unknown,Madhouse,Novel,1 hr. 29 min.,R - 17+ (violence & profanity),1553,5369,46
7654,Tokyo Magnitude 8.0 Recap,7.08,Drama,東京マグニチュード8.0,Special,1,11-Dec-09,Unknown,"Bones, Kinema Citrus",Original,51 min.,PG-13 - Teens 13 or older,3282,5610,8
7655,Major S6,8.38,"Comedy, Drama, Shounen, Sports",メジャー 第6シリーズ,TV,25,"Apr 3, 2010 to Sep 25, 2010",NHK,SynergySP,Manga,24 min. per ep.,PG-13 - Teens 13 or older,169,2246,426
7659,Aisubeki Mirai e,6.34,Music,愛すべき未来へ,Music,1,27-Nov-09,Avex Entertainment,Unknown,Unknown,8 min.,G - All Ages,6660,9830,0
7661,Giant Killing,7.58,"Sports, Drama, Seinen",ジャイアントキリング,TV,26,"Apr 4, 2010 to Sep 26, 2010",NHK,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1330,2047,339
7662,Shinrei Tantei Yakumo,7.35,"Mystery, Horror, Supernatural",心霊探偵 八雲,TV,13,"Oct 3, 2010 to Dec 26, 2010","NHK, Sogo Vision, NHK-BS2",Bee Train,Novel,24 min. per ep.,PG-13 - Teens 13 or older,2107,1266,547
7664,Nils no Fushigi na Tabi (Movie),6.38,"Kids, Adventure, Fantasy",ニルスのふしぎな旅,Movie,1,1-Oct-81,Unknown,Studio Pierrot,Novel,1 hr. 22 min.,G - All Ages,6507,10779,1
7666,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,6.35,"Comedy, Sci-Fi, Shounen",Dr.スランプ アラレちゃん ハロー！不思議島,Movie,1,18-Jul-81,Unknown,Toei Animation,Manga,25 min.,PG-13 - Teens 13 or older,6646,9240,1
